Accession;Description;Master;Abundance: F1: 128N, Sample, Alagille Syndrome;Abundance: F1: 130C, Sample, Alagille Syndrome;Abundance: F2: 130N, Sample, Alagille Syndrome;Abundance: F3: 127N, Sample, Alagille Syndrome;Abundance: F3: 129C, Sample, Alagille Syndrome;Abundance: F4: 126, Sample, Alagille Syndrome;Abundance: F4: 129N, Sample, Alagille Syndrome;Abundance: F1: 127C, Sample, Biliary Atresia;Abundance: F1: 130N, Sample, Biliary Atresia;Abundance: F2: 127N, Sample, Biliary Atresia;Abundance: F2: 129C, Sample, Biliary Atresia;Abundance: F3: 129N, Sample, Biliary Atresia;Abundance: F4: 128C, Sample, Biliary Atresia;Abundance: F4: 131N, Sample, Biliary Atresia;Abundance: F1: 126, Sample, Control;Abundance: F1: 129N, Sample, Control;Abundance: F2: 128C, Sample, Control;Abundance: F2: 131N, Sample, Control;Abundance: F3: 128N, Sample, Control;Abundance: F3: 130C, Sample, Control;Abundance: F4: 130N, Sample, Control;Abundance: F1: 131N, Sample, DAAT;Abundance: F2: 128N, Sample, DAAT;Abundance: F2: 130C, Sample, DAAT;Abundance: F3: 127C, Sample, DAAT;Abundance: F3: 130N, Sample, DAAT;Abundance: F4: 127N, Sample, DAAT;Abundance: F4: 129C, Sample, DAAT;Abundance: F1: 131C, Control, IS;Abundance: F2: 131C, Control, IS;Abundance: F3: 131C, Control, IS;Abundance: F4: 131C, Control, IS;Abundance: F1: 127N, Sample, PFIC;Abundance: F1: 128C, Sample, PFIC;Abundance: F1: 129C, Sample, PFIC;Abundance: F2: 126, Sample, PFIC;Abundance: F2: 127C, Sample, PFIC;Abundance: F2: 129N, Sample, PFIC;Abundance: F3: 126, Sample, PFIC;Abundance: F3: 128C, Sample, PFIC;Abundance: F3: 131N, Sample, PFIC;Abundance: F4: 127C, Sample, PFIC;Abundance: F4: 128N, Sample, PFIC;Abundance: F4: 130C, Sample, PFIC
P60903;Protein S100-A10 OS=Homo sapiens OX=9606 GN=S100A10 PE=1 SV=2;Master Protein;2060,4;1807,9;1753,2;3406,3;2428,7;3967;2482,2;1563,1;1744,1;2677,2;2000,2;3179,4;3129,8;2212,4;753,9;710,5;565,1;802,4;1344,7;1476,6;1512,1;641,4;2523,3;1298,4;1841,8;2381,6;2776,4;3714,3;1798,9;1563,9;2875,2;2826,2;2009,4;2320,4;2345,8;1897,8;1319,6;1100,7;5612,4;3997,1;4975,2;3713,3;4828;4138,9
Q2TAA2;Isoamyl acetate-hydrolyzing esterase 1 homolog OS=Homo sapiens OX=9606 GN=IAH1 PE=1 SV=1;Master Protein;3116,2;3139,7;1363,1;1787,8;1837,5;1519,8;1539;2437,3;2380,6;1675,5;1854;2149,8;1937,5;1748,1;1895,4;2755,2;1071;1475,9;1288,7;1560;1673,4;1007,3;981,1;940,1;1260,6;1422;1553,4;2004,2;2921,6;1424,4;1624,9;1703,9;3092,7;3177,4;2297,5;1699,6;1694,8;1589,5;2265,4;2363,8;2338,4;1968,7;2583,1;2615,2
Q9Y6E2;Basic leucine zipper and W2 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=BZW2 PE=1 SV=1;Master Protein;942,4;696,5;761,4;402,2;552,7;451;998,3;712,3;771,8;943,8;797,2;471,5;736,7;901,3;676,4;811,4;711,8;668,4;565;513,4;894,5;271,1;551,3;455,5;405,5;363,9;612,2;795,1;734,7;797,3;466,3;781,6;898,1;865,9;577,1;991,9;890,7;999,1;482,6;513,6;608;1420,4;819,4;894,5
P20337;Ras-related protein Rab-3B OS=Homo sapiens OX=9606 GN=RAB3B PE=1 SV=2;None;73,9;64,8;123,1;;;;;66,2;60,1;150,7;137,9;;;;34,8;56,2;108,7;134,2;;;;19,4;123,7;104,7;;;;;55,1;97,4;;;69,2;77,3;45,9;100,6;114,9;111;;;;;;
P28289;Tropomodulin-1 OS=Homo sapiens OX=9606 GN=TMOD1 PE=1 SV=1;Master Protein;1334,4;1062,7;972,7;1175,9;1375,4;1442,6;1023,7;849,7;882;1058,8;1127,9;1306,2;1205,8;976,1;1069,2;1092,2;1127;1181,3;1136,7;1239,6;1262;389,1;1055,3;743;1275;1338,1;961,6;1216,5;1010,1;1038,9;1222,4;1197;1081,7;1093;931,5;1079,9;1295,7;1212,4;1581,1;1256,6;2241,2;1478,4;1461,2;1008,6
O14874;[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial OS=Homo sapiens OX=9606 GN=BCKDK PE=1 SV=2;Master Protein;2044,3;1715,3;1294,8;806,3;1178,2;871,1;1307,9;2242,5;1521,1;1627,5;2040,6;1014,3;1519,6;1288,1;1723,5;1892;1809,8;1642;1349;1375,4;1263,9;583,1;1267,6;830,6;1062,5;996,4;1376,2;1039,9;1699,7;1399,8;978,5;1232,6;1966,4;1635,2;1381,5;1676,2;1556,4;1516,1;960,8;1327,2;1234,5;1365,5;1189,1;1453,2
Q567U6;Coiled-coil domain-containing protein 93 OS=Homo sapiens OX=9606 GN=CCDC93 PE=1 SV=2;Master Protein;1818,5;1500,1;1556,4;1184,7;1405;1018,6;1341,3;1515,3;1328,4;1948,9;1813,7;1443,9;1512,1;1322,2;1307,6;1741,5;1581,9;1673,7;1320,3;1400,6;1447,9;588,7;1367,7;1015;1155;1025,4;1376,1;1319,3;1612;1576,8;1274,6;1359,6;1872,6;1797,6;1612,4;1657,1;1620,9;1634,6;1399,1;1550;1671,8;1465,3;1546,7;1757,6
P50579;Methionine aminopeptidase 2 OS=Homo sapiens OX=9606 GN=METAP2 PE=1 SV=1;Master Protein;2150,3;1503,1;1921,5;1083,7;1242,9;1392,7;1550,3;1372,2;1037,5;2069,1;1643,8;1153,3;1877,7;1625,7;1734,1;1949,8;2302,5;2083;1283,8;1438,5;1926,5;508,6;1548,5;1131,8;980,9;1047,8;1604,1;1740,1;1591,1;1689,7;1144,6;1632,8;1739,9;1735,6;1104,1;1877,5;2078,4;1984,2;1389,3;1430,6;1476,7;1919,1;2118,5;1832,3
P36405;ADP-ribosylation factor-like protein 3 OS=Homo sapiens OX=9606 GN=ARL3 PE=1 SV=2;Master Protein;1345,5;1029,9;1423,1;1108,4;1529,1;1070,8;1144,8;882;761,9;2219,8;1901,4;1456,9;1488,6;1314,7;773,4;1088,8;1665,2;1676,4;1208,3;1277;1468;276,8;1508,9;910,6;1077,9;1035;1210,3;1710,8;985,4;1505,6;1271,9;1207,9;1014,2;1116,5;797,5;1706,7;1959,7;1908,9;1579,2;1527,1;1779;1303,2;1779;1458,6
O43294;Transforming growth factor beta-1-induced transcript 1 protein OS=Homo sapiens OX=9606 GN=TGFB1I1 PE=1 SV=2;Master Protein;1117,9;1277,8;970,4;1244,9;877,1;2267,2;949,6;775,7;1091,8;1444,8;1028,5;891,3;1517,8;953,6;860,5;819,3;1312;1027,7;666,3;764,9;978,6;579,5;1901,7;955,8;651,6;679,6;1012,8;1389;1318,6;1026,3;882,8;1223,8;1324,3;1314,8;1338,6;803,1;765,1;1073,6;1891;1039,8;1850,6;1091,5;2907,4;1526,7
P67870;Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=1;Master Protein;1252,2;1161,8;856;1041;1338,2;1369,4;1497,7;1065,9;868,3;1136,1;1028,9;1261,8;1921;1436,4;994,8;1141,2;1043,4;1055;1103,9;1172,3;1580,1;425;852,9;550,3;917,6;931,9;1419;1644,6;1083,6;898,4;1065,6;1444,5;1157,6;1183,9;938;780;803,4;991,6;1494,7;1378;1613,3;1668,6;2130,4;1871,9
Q06033;Inter-alpha-trypsin inhibitor heavy chain H3 OS=Homo sapiens OX=9606 GN=ITIH3 PE=1 SV=2;Master Protein;2312,1;2046,6;1770,7;2548,4;2539,7;3598,8;1207,2;2058,1;2947;1411,5;1582,5;1849,8;1700,4;1393,1;1387,5;2080,4;628;1412,4;1275,5;1041,5;961,8;1412,3;909,6;1227,2;1072,2;1469,6;1575,6;1725;2380,8;1295,8;1772,7;1650;2618,4;2651;2805,5;1299,1;1212,9;1388,8;2443,1;1911,8;2004,6;2153,1;2582,8;2823,1
O75223;Gamma-glutamylcyclotransferase OS=Homo sapiens OX=9606 GN=GGCT PE=1 SV=1;Master Protein;2460,5;1998,9;2565;1944,7;2147,6;2159,7;2507,6;1745,4;1403;3276,4;3090,7;1967,5;2735,3;2612;2185,8;2145,5;3012;2967,3;1937,8;2050,3;3121,7;1101,7;2484,6;1609,3;1357,2;1462,2;2015,9;3477,3;2074,2;2697,4;1869,7;2595,5;2115,9;2262;1764,7;2472,3;2429,2;3031,4;2773,3;2391,1;2436,2;2870,4;4548,3;3456,1
O14879;Interferon-induced protein with tetratricopeptide repeats 3 OS=Homo sapiens OX=9606 GN=IFIT3 PE=1 SV=1;Master Protein;1852,2;1239,8;1463,8;1456,6;1326,9;1420,2;1782,8;1054,6;1062,4;1300,7;1486,5;1130,7;4684,1;1595,4;883,3;930,9;1184,1;1313,5;1194;684,8;1247,7;855,5;1099,6;808,6;747,3;2136,7;1026,9;1239,8;1279,5;1578,3;1049,7;1536,2;1172,7;1219,6;1051;1669,6;1746;2039;1140,1;1256,1;1730,3;2198,7;1581,8;2008,5
Q7Z3Y9;Keratin, type I cytoskeletal 26 OS=Homo sapiens OX=9606 GN=KRT26 PE=1 SV=2;None;1779,1;1927,4;1170,1;1603,7;1255,7;2136,7;1310,5;1324,7;1565,5;1387,3;1193,2;2492,1;1748,7;1772;1561,2;1135,6;862,8;860,4;1213,6;1464,9;1845,8;1650,1;1384,2;1415,1;1897,1;1292,2;1433,5;8932,2;1873,8;1436,6;2002,4;2091,9;2141,7;1900,1;6217,7;664,9;699,5;1748,9;2198,3;5091,8;1745,8;1794,8;1951,1;2558,4
O15382;Branched-chain-amino-acid aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=BCAT2 PE=1 SV=2;Master Protein;3046,3;1944,9;501,3;1099,4;1470,6;1887,4;1818;1929,7;1727,4;762,2;737,1;1538,9;3352,8;1743,1;1412,1;1680,1;623,3;535,8;990,1;960,7;1880,8;976;594,9;422,2;1077;799,2;1879,7;1946,7;2076,9;633,5;1116,5;1946,3;2166,1;2070;1904,8;574;552,1;601,8;1232,8;1347;1859,5;2806,8;3579,3;2457,6
Q9Y3B7;39S ribosomal protein L11, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL11 PE=1 SV=1;Master Protein;2367,7;1948,2;1314,1;1537,2;1809,1;791,4;1063;1927,7;1682,7;1599,2;2180,5;1933,3;1338,7;1145;1839,5;2119,2;1636,5;1556,6;2025,7;1910,4;1155,6;804,5;1166,3;783,5;1491,5;1448,4;1165,3;1114,1;1942,3;1428,8;1788,4;1142,6;2310,5;2056,6;1575,9;1461,3;1674,7;1437,3;1950,3;2188,5;2254,1;1241,8;1261,1;1571,7
Q8IUD2;ELKS/Rab6-interacting/CAST family member 1 OS=Homo sapiens OX=9606 GN=ERC1 PE=1 SV=1;Master Protein;2402,4;1907,7;1104;1581,9;1822;1443,7;1718,5;1824,5;1544,8;1377,2;1232,8;1791,8;1730,4;1870,1;1713;2099,9;1240,4;1216,6;1613,2;1685,6;1839,3;668,4;959,1;735;1600,3;1524,7;1585;1775,7;1971,1;1141,3;1653,7;1623,7;2143,1;2052,9;1752;1307,7;1322,2;1381,1;1894,1;2079,7;2284,4;2112,8;1963,6;1979,8
Q8IXI1;Mitochondrial Rho GTPase 2 OS=Homo sapiens OX=9606 GN=RHOT2 PE=1 SV=2;Master Protein;1445,6;1229,1;1130,7;890,9;1250,4;501;771,3;1116,3;979;1282,6;1382,5;1168,4;712,5;835,9;1254,5;1299,9;1319,8;1455,2;1180,3;1253;891,5;436,3;1006,7;658,3;1088;1058,4;643,2;672,2;1167,7;1103,3;1052;692,9;1235,3;1226,8;1009,6;1158,8;1305,9;1405,1;997,2;1185,7;1524,5;947,8;735,1;828,1
Q02809;Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens OX=9606 GN=PLOD1 PE=1 SV=2;Master Protein;1309,4;1092,6;1018;943,6;975,8;708,8;791,7;1193;1071,4;1365,8;1220;1319,9;1083,5;832,6;879,1;1214,9;1056,7;1015,3;763,8;730,2;663,6;460,4;869,9;626,7;761,4;699,5;763,9;1000,6;1178,5;935,7;913,6;732,5;1401,8;1421,4;1331,9;935,2;1041,5;1146,1;1100,4;1278,8;1316,3;888,3;1135,2;933,1
P35613;Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2;Master Protein;1564;1275,7;1518,8;1342,2;1553,3;1104,5;1530,9;1428,3;1172,6;1959,9;1764,7;1510,6;1675,3;1554;1289,4;1936,8;2445,6;2253,5;1713,4;1778,4;1910,7;691,5;1640,1;1041,6;1320,6;1403,9;1468,3;1544,1;1502,1;1565,9;1413,2;1601,2;1563,4;1373,7;1281,6;1598,6;1520,6;1452,1;1400,6;1464;1540,8;1525,4;1625,9;1760,3
Q9UHY7;Enolase-phosphatase E1 OS=Homo sapiens OX=9606 GN=ENOPH1 PE=1 SV=1;Master Protein;1425,1;1353;1255,9;1300,6;1506,7;1381,6;1622;1150,7;1212,8;1607,1;1629,3;1650,7;1963,5;1698,8;1078,8;1370,6;1329,6;1491,6;1415,9;1491,4;1774,9;564,8;1253,6;829,3;1234,6;1257,3;1666,5;1957;1280,1;1205,1;1371;1547,7;1509,8;1530,1;1210,5;1419,7;1352,3;1280,5;1709,7;1668,5;1849,9;1743,1;2327;2096,6
Q9BV20;Methylthioribose-1-phosphate isomerase OS=Homo sapiens OX=9606 GN=MRI1 PE=1 SV=1;Master Protein;2973,1;2632,1;1341,7;990,5;1014;784;1209,8;2360;1926,6;1418,3;1438,9;1070,6;1135,6;1342,8;2889,6;2864,2;1741,3;2013,6;1199,3;1493;1379,5;894;1362,1;925,1;1069,8;1006,8;1047,8;1018,2;2598,8;1418,7;1064,8;1137,1;2875,3;2898,6;2067,4;1542,2;1597,9;1197,5;1166,6;1092;1333,3;1195,4;1327,6;1065,9
Q01814;Plasma membrane calcium-transporting ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2B2 PE=1 SV=2;Master Protein;197,1;170,5;227,2;304,9;370,8;349,5;287;165,2;139,2;250,6;268,4;318,5;502,9;313,3;115,5;173,7;207,8;219,8;316,3;338,8;239,9;79,1;198,2;149,6;280,6;248,5;297,5;412,1;139,9;185,1;294,2;309;172,3;173,9;159,1;246,6;262,2;272,4;355,3;390,6;404,1;382,1;479;415,4
O75608;Acyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=LYPLA1 PE=1 SV=1;Master Protein;2293,3;2021,3;1447,8;1175,6;1789;1281,6;1950,6;1827,2;1348,8;1730,7;1988,9;1772,3;2188,6;2251,2;1566,3;1922,8;1681,9;2076,9;1458,3;1735,6;2497,6;311,4;976,5;500,9;1357,8;1356,6;1658,4;1813,8;1702,7;1544,3;1508,4;2013,9;1514,7;1879,5;1141;1709,2;1796,5;1744;1739,4;1778,3;2132,1;2831,9;2650,2;2442,3
Q8NHP8;Putative phospholipase B-like 2 OS=Homo sapiens OX=9606 GN=PLBD2 PE=1 SV=2;Master Protein;803,9;1916,6;1282,8;1147,2;1028,6;1574,6;1677,1;966,8;970,8;1324,3;1322,3;1324,1;2046,4;1679,2;628,1;777,4;596,7;628,6;672,4;661,5;1094,5;344,8;582,2;499,7;676,1;632,6;2037,5;1520,9;1063,8;933,4;1080,9;1367,4;1733;1644,7;1480,6;943,7;864,8;714,4;1056,1;1439,6;1227,8;1559,2;2900,7;2010
Q96CV9;Optineurin OS=Homo sapiens OX=9606 GN=OPTN PE=1 SV=3;Master Protein;2057,9;1820,8;1552,1;981,7;958,7;2725,3;2395,7;1703,3;1522,9;1986,2;1895,9;1087,8;3270,7;2737,4;1198,7;1696,3;1344,2;1538,8;815,5;948,6;2380,9;892,5;1487;1187,7;778,2;723;2395,9;2785,6;1861;1584,8;973,8;2706,5;2419,8;2181,6;2161,6;1802,7;1878,3;1810,4;1167,1;1228,4;1503,9;3020,8;3521,5;3834,7
O14618;Copper chaperone for superoxide dismutase OS=Homo sapiens OX=9606 GN=CCS PE=1 SV=1;Master Protein;2893,6;2254,5;1104,3;1316,5;1770,7;1606,8;1842,7;2004,4;1806,3;1443,1;1705,6;1347,6;2107,3;1888;2534,6;2561;1897,2;1559,1;2166,3;1888,5;2963;868,4;1255,3;868,9;1659,6;1406,2;1592,6;1761,8;2394,2;1295,5;1595,6;1991,8;2093,8;2251,2;1716,9;1175,7;1424,5;1543,3;1568,9;1572,7;2119,5;2689,1;2679,1;2376,7
P18428;Lipopolysaccharide-binding protein OS=Homo sapiens OX=9606 GN=LBP PE=1 SV=3;Master Protein;919,3;889,1;634,8;1677,5;1325,5;838,1;696;760,1;914,3;1002,3;699,3;1228,3;817,5;637,3;924,8;924,6;598,8;955,4;1217,9;1662,2;827,1;390,3;554,3;429,5;1019,2;1170,6;1279;992,6;811,7;599,7;1094,5;866,7;1093;923,4;1061,7;639,5;733,7;518,3;1279,2;1462,5;1313,7;894,5;1190,4;1082
Q8NC56;LEM domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LEMD2 PE=1 SV=1;Master Protein;1509,8;1328,5;1064,1;1411,8;1593,4;1540,3;1484,8;1215,3;1141,8;1378,2;1315,6;1394,9;1785,3;1606,5;1081,5;1226,2;1035,3;1167,3;1165,6;1433,3;1533;464,1;1257,9;776,8;1197,7;1220,2;1416;2016,8;1361,2;1070,8;1434,8;1576,6;1476;1481,1;1292,3;1133,4;1243,1;1258,6;1826,6;1827,3;2132,6;1890;1998,7;1958,2
P04062;Lysosomal acid glucosylceramidase OS=Homo sapiens OX=9606 GN=GBA PE=1 SV=3;Master Protein;1169,8;1411,8;1055,4;1042,6;1303,4;2234,4;1942,6;1219,6;1211,1;1213,8;1349,7;1333,3;2411,4;1907;689,3;1152,1;887,8;848,9;972,5;817,9;1818,4;520,9;739;552,3;835,7;806,4;1995,8;2404;1163,9;977,9;1051,6;2002,2;1471,3;1424;1233,7;1028,2;995,1;1040;1214,1;1410,8;1345,7;2707,5;2959,9;2686,9
Q10588;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 OS=Homo sapiens OX=9606 GN=BST1 PE=1 SV=2;Master Protein;1434,3;1285,9;789,4;1903,5;1493,7;3098,8;1812,2;1210,9;2257,6;1249,1;1003,7;1878,9;2373,2;1695,7;1110,3;1545,6;836,3;958,5;1460,5;1421,7;1766;1930;1559,5;1063,8;1665,9;1428,4;2330,1;3133,1;1940,2;1021,9;1852,5;1942,9;2704,4;1759;2777,2;1054,5;943,7;925,6;2612,9;1984,5;2354;1646,1;3476,5;2231
P42229;Signal transducer and activator of transcription 5A OS=Homo sapiens OX=9606 GN=STAT5A PE=1 SV=1;Master Protein;1974,6;1809,1;1395,6;1170,1;1351,5;1210,3;1171,2;1498,8;1464,7;1406;1410,9;1216,2;1260,4;1307,3;1498,2;1717;1209,6;1371,2;1339,7;1487,4;1340,2;629,8;1193,3;922,1;1093,1;1063,4;1161,2;1391;1707,7;1204,9;1258,5;1149,2;1794,2;1842,6;1479,8;1235,3;1246,9;1412,4;1316,9;1371;1701;1351;1508,3;1414,8
P18084;Integrin beta-5 OS=Homo sapiens OX=9606 GN=ITGB5 PE=1 SV=1;Master Protein;668,6;741,7;701,8;1189,4;1193,6;1051;921,9;594,2;648,3;943,6;813,8;1458,6;1466,8;969,2;465,4;620,5;524,5;625,5;977,5;1031,1;854,5;345,5;647,6;421,9;958,9;993,9;1002,4;1272,3;709,8;668,7;1074,4;951,1;789,2;744,9;721,1;593,8;658,8;633,3;1541,4;1526,7;1712,6;920,8;1872,1;1207,6
P02747;Complement C1q subcomponent subunit C OS=Homo sapiens OX=9606 GN=C1QC PE=1 SV=3;Master Protein;611,1;756,2;985;1231,5;1093,7;1440,9;970,8;549,6;1119,2;930,9;816,6;927,2;2158,8;732,6;591,6;594,6;958,1;929,4;811,7;691,4;726,8;1317,5;702;946,9;718,2;730,5;715,6;1277,6;991,4;857,7;876,6;950,1;1341,3;1081,6;1483,7;762;639,3;760,2;1294,9;1067;1540,1;881,7;2107,5;1080,6
Q9BTT0;Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Homo sapiens OX=9606 GN=ANP32E PE=1 SV=1;Master Protein;1252,2;1103,4;638,7;1161;1182,2;1417,9;1210;919,7;993,8;823,3;765,8;1000,3;1254;1200,1;876,1;1338,7;846,9;857,1;1264,9;1052,6;1358,7;540,3;922,1;767,3;1037,1;1181,4;1238,8;2097,5;1193,8;679,7;1105,9;1169,3;1312,8;1331,8;1022,1;928,3;810,5;791,9;1222,3;1310,3;1515,1;1209,6;1825,5;1134,1
Q969Q0;60S ribosomal protein L36a-like OS=Homo sapiens OX=9606 GN=RPL36AL PE=1 SV=3;Master Protein;1268;1293,4;584,3;216,4;242,2;186,9;311,7;1015,5;762,3;602,4;570,5;219,5;262,8;249,1;1276,7;1587,6;1147,6;988,1;364,9;344,3;358,6;325,9;450,5;333,8;240,1;243,7;291,5;318,6;1137,8;586,8;247,3;299,5;1216,2;1150,9;743,7;522,5;647,4;591,9;207,7;222,5;257,3;283,6;249,2;291,5
Q5XXA6;Anoctamin-1 OS=Homo sapiens OX=9606 GN=ANO1 PE=1 SV=1;Master Protein;2380,7;1570,8;1595,9;764,1;1307,3;763,1;1283,7;1168,4;860,5;1992,5;1654,8;1101,1;832,3;1079,6;1631,6;970,8;2194,2;1331,4;1198,7;1189,8;1575,3;464,8;1365,7;1190,5;1013,9;686;700,5;904,7;1304;1521,8;910,3;991,5;1454,6;1429,4;1060,4;1570,4;1811,2;2749,4;661,5;1332,5;1195,9;1533,1;855,5;1189,4
P61970;Nuclear transport factor 2 OS=Homo sapiens OX=9606 GN=NUTF2 PE=1 SV=1;Master Protein;1485,6;1414,6;847,9;743;677,2;795,2;850,8;1220,4;990,6;1010,2;1078,1;726,1;975,4;919,5;1122,9;1324,7;850,7;913,5;455;655,5;1054,5;720,2;795,6;511,9;499,9;549,7;807,9;985,3;1254,9;738,1;513,6;853,4;1286,7;1421,1;1092,6;813,3;900,9;900,4;851;781,9;869,2;1064,3;1329,8;1108,3
P29218;Inositol monophosphatase 1 OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1;Master Protein;1945,9;1514,2;1225,4;965,5;921,2;716,9;565,3;1294,4;1205,3;1780,5;1395,9;1306,7;1023,5;780,9;1249,6;1393,5;914,7;1527,9;801;915;686,1;530,8;1296,1;859,8;790,4;867,9;721,9;958,4;1690,9;1244,9;978,4;717,7;1719,2;1853,6;1396,7;1450,1;1276,1;1402,9;1349,4;1343,9;1468,8;839,6;1155,5;957,6
P62633;Cellular nucleic acid-binding protein OS=Homo sapiens OX=9606 GN=CNBP PE=1 SV=1;Master Protein;1668,7;1105,7;1760,1;756,8;855,6;1548,1;1432,4;1109;980,7;1934,3;1647,5;654,6;1656,9;1410,1;2196,6;2098,6;3458,3;2977,5;934,7;1020,1;2152,1;466,4;1253,5;845,4;484,4;517,2;963,8;1136,4;1484,2;1796,4;842,3;1442,1;1490,6;1171,3;1176,3;1242,2;1229,6;2092,7;1024;967,6;1392,6;1756,1;1955,7;1672,7
P49441;Inositol polyphosphate 1-phosphatase OS=Homo sapiens OX=9606 GN=INPP1 PE=1 SV=1;Master Protein;2624,2;2589;1069,6;968,3;1436,1;1559,8;1717,4;1856,1;1702,7;1024,3;1191,5;1480,4;2264,2;1618,6;1532,1;1740,4;804,3;1007,7;1342,1;1255;1649,5;671,2;742,7;533;1108,8;1104;1812,9;1752,4;2110,9;857,8;1204,5;1731,5;2644,4;2552,4;1756,5;951,7;1084,3;966,8;1584,5;1999,6;1671,5;1930,7;2526,8;3009,2
Q99598;Translin-associated protein X OS=Homo sapiens OX=9606 GN=TSNAX PE=1 SV=1;Master Protein;1337,7;1294,1;854,1;1438,6;1453,2;524,9;455,9;1094,5;957,2;1015,5;809,4;1590,5;656,7;524,1;1023,6;1423,4;1019,2;926,6;1249,1;1431,3;529,1;471,3;976;675,4;1111,6;1197,4;723,8;771;1255,5;739,8;1281,8;507,6;1395,5;1290,5;1079,8;839,3;909,4;815,7;1846,4;1660,6;1736,8;616,3;858,3;686,7
O15247;Chloride intracellular channel protein 2 OS=Homo sapiens OX=9606 GN=CLIC2 PE=1 SV=3;Master Protein;557,4;493,3;861,1;773,3;789,8;522;496,4;449,2;411,3;974,1;831,3;754,4;432,6;434,5;396,4;560,2;863,7;936;755,5;740,8;475,3;230,1;1138,5;774;633,5;625,1;383,1;452,1;494,3;909,9;676,6;418,5;587,5;562,2;570,9;1053,3;960,1;998,7;931,7;797,7;1175;460,8;587,5;551,4
Q03001;Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=4;Master Protein;1048,9;826;607,8;577,8;660,7;717;764,7;769,2;677,7;745,8;718,5;652,5;865,8;794,8;625,2;911,6;578,2;635,2;613,3;666,8;833,3;494,2;593,1;435,6;548,5;500,6;833,7;884,2;789,1;594,6;577,8;811,1;908,3;847,6;927,8;650,7;725,1;658,5;700,9;731,7;798,4;927,6;1034,1;993,9
O60551;Glycylpeptide N-tetradecanoyltransferase 2 OS=Homo sapiens OX=9606 GN=NMT2 PE=1 SV=1;Master Protein;3062,6;2389,1;541,8;831,7;1141,5;642,9;723,7;2219,5;1921,6;834,4;704,2;1141,5;828,6;698,9;1992,8;2712,1;599,8;583,9;848,8;720;688;861,1;635,1;378,8;794,9;815,8;972,5;822,4;2303,2;628,5;923,8;710,2;2164,2;2080,1;1784,6;722,5;674,9;626;1206,1;1152,9;1421,9;871,9;1129,6;903,9
Q9Y6E0;Serine/threonine-protein kinase 24 OS=Homo sapiens OX=9606 GN=STK24 PE=1 SV=1;Master Protein;2186,2;1795,6;1314,5;1206,2;1414,6;1416,4;1378,1;1593,5;1688,6;1816,4;1489,2;1374,7;1726,1;1460,4;1414,1;1863,3;1171,1;1250,5;1159,6;1283,6;1452,3;916,1;1298,8;1019,6;1039,7;1045,2;1436,6;1925,8;1863,7;1272,6;1247;1403,8;2044,7;2005;1697,1;1390,6;1413;1300,8;1593,9;1528,6;1896,7;1804,8;2200,4;1860,1
P55327;Tumor protein D52 OS=Homo sapiens OX=9606 GN=TPD52 PE=1 SV=2;Master Protein;1561,6;1200,7;831,2;745,3;985,9;841,8;1003,6;1190,4;803,5;998;1119;791,1;1277,2;1053,8;1580,7;2473,4;1087,8;1218,9;877,1;935;1515,7;351,1;479,6;430;698,8;794,7;1007,6;972;1320,7;815,2;877,4;1107,9;1155,5;1165,9;955,3;962,5;935,3;964,7;1021,5;1083,7;1048,4;1299,8;1488;1835
P02458;Collagen alpha-1(II) chain OS=Homo sapiens OX=9606 GN=COL2A1 PE=1 SV=3;Master Protein;651,6;561,2;353,1;1075,5;1094,5;1224,2;839,9;616;657,5;447,8;431,1;1254,9;1456,8;1075,6;317,2;661,4;333,3;473;1378,7;1151,2;927,3;404,2;330,2;345,7;787,2;680,7;845,9;1020;882,1;636,4;1378;1262,2;1266,6;855,5;646,3;799,5;346;499,6;1635,7;3867,1;4776,7;1122;2240,4;3073,9
O43423;Acidic leucine-rich nuclear phosphoprotein 32 family member C OS=Homo sapiens OX=9606 GN=ANP32C PE=2 SV=1;None;2060,1;2187,7;1973,6;2862,7;2497,6;1967,5;1978,6;1549,1;1493,2;2676,8;2567;2615,5;2164,2;1997,4;1940,4;2488,3;1994,1;2091,3;2206,4;2233,8;2025,6;798,9;2242,3;1569,3;2112,8;2431,2;2079,2;3120,5;2216,9;2082;2585,5;2001,9;2236,3;2215,6;1698,9;2311,4;2262,9;2128,6;3140;3092,5;3518,5;2235,5;3497,7;2421,9
